Source,Project,ALMA_Band,min_freq_GHz,max_freq_GHz,SiO_transition,SiO_freq_GHz,ang_res_arcsec,MOUS_ID
J162623.6-242439,2013.1.01004.S,6,215.6,217.59,J=5-4,217.10498,0.307,uid://A001/X12b/X1e4
J162623.6-242439,2012.1.00707.S,6,216.87,217.34,J=5-4,217.10498,0.444,uid://A002/X684eb5/X190
J162623.6-242439,2012.1.00707.S,6,216.87,217.34,J=5-4,217.10498,0.447,uid://A002/X684eb5/X190
J162623.6-242439,2013.1.01004.S,6,216.83,218.81,J=5-4,217.10498,1.062,uid://A001/X12b/X1ee
J162623.6-242439,2013.1.01004.S,6,216.83,218.81,J=5-4,217.10498,0.295,uid://A001/X12b/X1ec
J162623.6-242439,2013.1.01004.S,6,216.86,218.78,J=5-4,217.10498,5.442,uid://A001/X12b/X1f0
J162623.6-242439,2013.1.00448.S,8,389.6,391.59,J=9-8,390.72873,0.268,uid://A001/X21f/Xc1
J162623.6-242439,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162623.6-242439,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162623.6-242439,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162623.6-242439,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162623.6-242439,2013.1.01004.S,6,216.86,218.78,J=5-4,217.10498,26.576,uid://A001/X147/X10a
J162623.6-242439,2013.1.01004.S,6,215.63,217.56,J=5-4,217.10498,26.723,uid://A001/X147/X106
J162623.6-242439,2013.1.00839.S,6,217.09,219.01,J=5-4,217.10498,5.23,uid://A001/X133/Xd
J162623.6-242439,2013.1.01004.S,6,215.63,217.56,J=5-4,217.10498,5.236,uid://A001/X12b/X1e8
J162623.6-242439,2013.1.00839.S,6,217.06,219.05,J=5-4,217.10498,0.9,uid://A001/X133/Xb
J162623.6-242439,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162623.6-242439,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162623.6-242439,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162623.6-242439,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162623.6-242439,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,0.748,uid://A001/X879/X3c6
J162623.6-242439,2016.1.00319.S,6,216.06,217.93,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162623.6-242439,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162623.6-242439,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,3.237,uid://A001/X879/X3c8
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162623.6-242439,2016.1.00761.S,6,216.56,218.44,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162623.6-242439,2017.1.01390.S,3,86.0,87.99,J=2-1,86.84696,0.412,uid://A001/X1284/X2271
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162623.6-242439,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.013,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.015,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.016,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162623.6-242439,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,5.186,uid://A001/X1354/X208
J162623.6-242439,2018.1.01687.S,8,477.19,479.19,J=11-10,477.50612,12.002,uid://A001/X133d/X34d0
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,1.179,uid://A001/X1354/X206
J162623.6-242439,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162623.6-242439,2018.1.01089.S,7,347.2,349.18,J=8-7,347.331,0.315,uid://A001/X133d/X29d8
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,0.386,uid://A001/X1354/X21a
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,1.188,uid://A001/X1354/X21c
J162623.6-242439,2018.1.00028.S,6,216.0,217.99,J=5-4,217.10498,0.025,uid://A001/X133d/X4c8
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,4.28,uid://A001/X1354/X21e
J162623.6-242439,2018.1.01687.S,8,477.19,479.19,J=11-10,477.50612,2.387,uid://A001/X133d/X34cc
J162623.6-242439,2018.1.01089.S,6,217.05,217.16,J=5-4,217.10498,0.301,uid://A001/X133f/X7b4
J162623.6-242439,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162623.6-242439,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162623.6-242439,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162623.6-242439,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162623.6-242439,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,0.389,uid://A001/X1354/X204
J162623.6-242439,2019.1.00328.S,6,217.07,217.13,J=5-4,217.10498,0.106,uid://A001/X1469/X2d4
J162623.6-242439,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.035,uid://A001/X146c/X285
J162623.6-242439,2019.A.00034.S,6,216.81,218.68,J=5-4,217.10498,0.33,uid://A001/X1527/X3e3
J162623.6-242439,2019.1.01074.S,6,216.05,217.93,J=5-4,217.10498,0.035,uid://A001/X1465/X1ade
J162623.6-242439,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.336,uid://A001/X3577/X4a
J162623.6-242439,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.184,uid://A001/X3577/X9d
J162623.6-242439,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162623.6-242439,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,25.776,uid://A001/X3577/X4c
J162623.6-242439,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162623.6-242439,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162623.6-242439,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162623.6-242439,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162623.6-242439,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.521,uid://A001/X3621/X29a7
J162623.6-242439,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.515,uid://A001/X3621/X29a7
J162623.6-242439,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.476,uid://A001/X3621/X29a7
J162623.6-242439,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.517,uid://A001/X3621/X29a7
J162623.7-244314,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.043,uid://A001/X2d1f/X21
J162623.7-244314,2016.1.00336.S,6,215.5,217.48,J=5-4,217.10498,0.102,uid://A001/X87d/X4a8
J162623.7-244314,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162623.7-244314,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162623.7-244314,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.153,uid://A001/X87d/X29e
J162623.7-244314,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.153,uid://A001/X87d/X29e
J162623.7-244314,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162623.7-244314,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162623.8-241829,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162623.8-241829,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162623.8-241829,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162624.0-242448,2013.1.01004.S,6,215.6,217.59,J=5-4,217.10498,1.074,uid://A001/X12b/X1e6
J162624.0-242448,2013.1.01004.S,6,215.6,217.59,J=5-4,217.10498,0.307,uid://A001/X12b/X1e4
J162624.0-242448,2012.1.00707.S,6,216.87,217.34,J=5-4,217.10498,0.444,uid://A002/X684eb5/X190
J162624.0-242448,2012.1.00707.S,6,216.87,217.34,J=5-4,217.10498,0.447,uid://A002/X684eb5/X190
J162624.0-242448,2013.1.01004.S,6,216.83,218.81,J=5-4,217.10498,1.062,uid://A001/X12b/X1ee
J162624.0-242448,2013.1.01004.S,6,216.83,218.81,J=5-4,217.10498,0.295,uid://A001/X12b/X1ec
J162624.0-242448,2013.1.01004.S,6,216.86,218.78,J=5-4,217.10498,5.442,uid://A001/X12b/X1f0
J162624.0-242448,2013.1.00448.S,8,389.6,391.59,J=9-8,390.72873,0.268,uid://A001/X21f/Xc1
J162624.0-242448,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162624.0-242448,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162624.0-242448,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162624.0-242448,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162624.0-242448,2013.1.01004.S,6,216.86,218.78,J=5-4,217.10498,26.576,uid://A001/X147/X10a
J162624.0-242448,2013.1.01004.S,6,215.63,217.56,J=5-4,217.10498,26.723,uid://A001/X147/X106
J162624.0-242448,2013.1.00839.S,6,217.09,219.01,J=5-4,217.10498,5.23,uid://A001/X133/Xd
J162624.0-242448,2013.1.01004.S,6,215.63,217.56,J=5-4,217.10498,5.236,uid://A001/X12b/X1e8
J162624.0-242448,2013.1.00839.S,6,217.06,219.05,J=5-4,217.10498,0.9,uid://A001/X133/Xb
J162624.0-242448,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162624.0-242448,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162624.0-242448,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162624.0-242448,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162624.0-242448,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,0.748,uid://A001/X879/X3c6
J162624.0-242448,2016.1.00319.S,6,216.06,217.93,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162624.0-242448,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162624.0-242448,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,3.237,uid://A001/X879/X3c8
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162624.0-242448,2016.1.00761.S,6,216.56,218.44,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162624.0-242448,2016.1.00761.S,6,216.56,218.44,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162624.0-242448,2017.1.01390.S,3,86.0,87.99,J=2-1,86.84696,0.412,uid://A001/X1284/X2271
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162624.0-242448,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.013,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.015,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.016,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162624.0-242448,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,5.186,uid://A001/X1354/X208
J162624.0-242448,2018.1.01687.S,8,477.19,479.19,J=11-10,477.50612,12.002,uid://A001/X133d/X34d0
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,1.179,uid://A001/X1354/X206
J162624.0-242448,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162624.0-242448,2018.1.01089.S,7,347.2,349.18,J=8-7,347.331,0.315,uid://A001/X133d/X29d8
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,0.386,uid://A001/X1354/X21a
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,1.188,uid://A001/X1354/X21c
J162624.0-242448,2018.1.00028.S,6,216.0,217.99,J=5-4,217.10498,0.025,uid://A001/X133d/X4c8
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,4.28,uid://A001/X1354/X21e
J162624.0-242448,2018.1.01687.S,8,477.19,479.19,J=11-10,477.50612,2.387,uid://A001/X133d/X34cc
J162624.0-242448,2018.1.01089.S,6,217.05,217.16,J=5-4,217.10498,0.301,uid://A001/X133f/X7b4
J162624.0-242448,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162624.0-242448,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162624.0-242448,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162624.0-242448,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162624.0-242448,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,0.389,uid://A001/X1354/X204
J162624.0-242448,2019.1.00328.S,6,217.07,217.13,J=5-4,217.10498,0.106,uid://A001/X1469/X2d4
J162624.0-242448,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.035,uid://A001/X146c/X285
J162624.0-242448,2019.A.00034.S,6,216.81,218.68,J=5-4,217.10498,0.33,uid://A001/X1527/X3e3
J162624.0-242448,2019.1.01074.S,6,216.05,217.93,J=5-4,217.10498,0.035,uid://A001/X1465/X1ade
J162624.0-242448,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.336,uid://A001/X3577/X4a
J162624.0-242448,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.184,uid://A001/X3577/X9d
J162624.0-242448,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162624.0-242448,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,25.776,uid://A001/X3577/X4c
J162624.0-242448,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162624.0-242448,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162624.0-242448,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162624.0-242448,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162624.0-242448,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.521,uid://A001/X3621/X29a7
J162624.0-242448,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.515,uid://A001/X3621/X29a7
J162624.0-242448,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.476,uid://A001/X3621/X29a7
J162624.0-242448,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.517,uid://A001/X3621/X29a7
J162624.1-241613,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162624.1-241613,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162624.1-241613,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162624.1-241613,2013.1.00498.S,6,215.99,217.98,J=5-4,217.10498,0.215,uid://A001/X13a/Xed
J162624.1-241613,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162624.1-241613,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162633.0-240017,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.693,uid://A001/X87d/X2a2
J162636.2-240509,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162636.8-241552,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162636.8-241552,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162636.8-241552,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162636.8-241552,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162637.1-241560,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162637.1-241560,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162637.1-241560,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162637.1-241560,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162637.8-243903,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162637.8-243903,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162637.8-243903,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162637.8-243903,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162640.8-243051,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162640.8-243051,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162640.8-243051,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162641.2-244018,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162641.2-244018,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162641.2-244018,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162641.2-244018,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162642.9-242030,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162642.9-242030,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162645.0-242308,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162645.0-242308,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162645.0-242308,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162645.0-242308,2013.1.00498.S,6,215.99,217.98,J=5-4,217.10498,0.215,uid://A001/X13a/Xed
J162645.0-242308,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162645.0-242308,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162645.0-242308,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162645.0-242308,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162646.4-241160,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162646.4-241160,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162648.6-235634,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162648.6-235634,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162649.0-243825,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.006,uid://A001/X12a3/X7b2
J162649.0-243825,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162649.0-243825,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162654.4-242621,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162654.4-242621,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.004,uid://A001/X12a3/X7b2
J162654.4-242621,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.009,uid://A001/X12a3/X7b2
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.731,uid://A001/X87d/X2a2
J162654.4-242621,2015.1.01060.S,6,260.02,262.0,J=6-5,260.5182,0.621,uid://A001/X2fe/Xacf
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162654.4-242621,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.087,uid://A001/X1465/X13c
J162654.4-242621,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.476,uid://A001/X3621/X29a7
J162654.4-242621,2013.1.00498.S,6,215.99,217.98,J=5-4,217.10498,0.216,uid://A001/X13a/Xed
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.172,uid://A001/X87d/X29e
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162654.4-242621,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162656.8-241351,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.015,uid://A001/X335d/X12c
J162656.8-241351,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162656.8-241351,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.171,uid://A001/X87d/X29e
J162658.4-242130,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162658.4-242130,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.73,uid://A001/X87d/X2a2
